지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s)
545,안산,2016-07-01,23.7,21.4,27.1,1.8
545,안산,2016-07-02,23,20.5,26.9,2.3
545,안산,2016-07-03,22,19,26.1,.8
545,안산,2016-07-04,21.7,19.3,23,1.6
545,안산,2016-07-05,23.4,21.1,25.6,2.3
545,안산,2016-07-06,21.5,18.3,25.8,1.3
545,안산,2016-07-07,22.3,18.2,27,.7
545,안산,2016-07-08,24.4,18.3,31.1,1.5
545,안산,2016-07-09,24.7,19.5,30.7,1.8
545,안산,2016-07-10,24.8,19.7,30.9,1.4
545,안산,2016-07-11,25.3,20.7,32.3,1.3
545,안산,2016-07-12,24.3,20.3,29.2,1.5
545,안산,2016-07-13,24.1,20.5,28.1,1.9
545,안산,2016-07-14,25.1,22.4,29,2
545,안산,2016-07-15,24.7,21,27.7,1.4
545,안산,2016-07-16,20.9,19.8,22.6,2.3
545,안산,2016-07-17,21.3,20.1,23.8,2.2
545,안산,2016-07-18,22.6,19.4,27.3,1.3
545,안산,2016-07-19,25.1,17.9,31.7,1.1
545,안산,2016-07-20,27.4,21.6,31.9,1
545,안산,2016-07-21,26.6,23.5,30.7,1.4
545,안산,2016-07-22,28.1,23.3,32.8,1.5
545,안산,2016-07-23,28,25,31.7,1.3
545,안산,2016-07-24,27.7,25.1,31.5,1.3
545,안산,2016-07-25,27.1,23.8,31.1,1.3
545,안산,2016-07-26,26.4,22.6,32.1,1.2
545,안산,2016-07-27,26.7,23.1,29.7,1.7
545,안산,2016-07-28,26.5,24.1,30.2,1.7
545,안산,2016-07-29,25.4,23.4,28,.9
545,안산,2016-07-30,27.8,25.7,32,1.2
545,안산,2016-07-31,27.9,24.6,32.5,1.4
545,안산,2016-08-01,26.9,24.8,30.9,1.4
545,안산,2016-08-02,26.2,23.6,29.6,1.1
545,안산,2016-08-03,27.4,22.4,33.5,1.2
545,안산,2016-08-04,27.5,22.7,33.6,1.2
545,안산,2016-08-05,28.1,23.4,34.2,1.3
545,안산,2016-08-06,28,23.4,33.7,1.5
545,안산,2016-08-07,27.5,23.2,32.7,1.6
545,안산,2016-08-08,27.5,22.7,33.5,1.6
545,안산,2016-08-09,28.1,23.9,33.7,1.4
545,안산,2016-08-10,27.4,23.1,32.5,1.4
545,안산,2016-08-11,28.1,23.1,33.6,1.6
545,안산,2016-08-12,28,23.8,33,1.6
545,안산,2016-08-13,28.4,24.6,33.4,1.7
545,안산,2016-08-14,27.9,24.7,32.1,1.7
545,안산,2016-08-15,27.3,24.1,32.7,1.6
545,안산,2016-08-16,27.6,22.8,33.4,1.4
545,안산,2016-08-17,27.5,22.6,33.4,1.4
545,안산,2016-08-18,27.7,23.4,33.4,1
545,안산,2016-08-19,27.8,24.3,32.4,1
545,안산,2016-08-20,28.4,24.7,34,1.1
545,안산,2016-08-21,28.5,24.9,34.6,1.1
545,안산,2016-08-22,27.5,22.9,33.6,1.6
545,안산,2016-08-23,27.5,23.2,32.6,1.3
545,안산,2016-08-24,27.3,22.8,33.2,1.2
545,안산,2016-08-25,26.4,21.3,32.2,1.6
545,안산,2016-08-26,21.8,16.6,26.3,1.9
545,안산,2016-08-27,22.2,12.9,28.2,1.7
545,안산,2016-08-28,21,18.1,25.8,1.8
545,안산,2016-08-29,21.4,16.8,27.3,1.8
545,안산,2016-08-30,20.2,14,25.3,3
545,안산,2016-08-31,18.8,16.9,21.8,4.9
545,안산,2016-09-01,22.5,14.5,28.9,2.1
545,안산,2016-09-02,23.4,19.1,28.3,1.8
545,안산,2016-09-03,23.5,20.4,28.7,1.4
545,안산,2016-09-04,24.7,19.6,30,.8
545,안산,2016-09-05,24.3,19.5,29.3,1.3
545,안산,2016-09-06,22.7,17.7,28,1.1
545,안산,2016-09-07,22.6,18.2,27.6,1.2
545,안산,2016-09-08,21.8,19.2,26.8,.8
545,안산,2016-09-09,22.8,19,28.5,1.5
545,안산,2016-09-10,22.5,17.5,28.6,.8
545,안산,2016-09-11,22.8,19.6,28.1,.9
545,안산,2016-09-12,22.9,19,29.7,.7
545,안산,2016-09-13,23,17.8,29.4,1
545,안산,2016-09-14,22.5,17.5,28.5,1.2
545,안산,2016-09-15,22,16.4,28.4,1
545,안산,2016-09-16,22.5,17.5,28.4,.8
545,안산,2016-09-17,20.9,17,26.4,1.5
545,안산,2016-09-18,21.4,16.3,28,1
545,안산,2016-09-19,20.7,13.9,27.4,1.6
545,안산,2016-09-20,19.6,13.3,25.7,1.5
545,안산,2016-09-21,17.7,10.1,24.6,.9
545,안산,2016-09-22,19.7,15.1,26.6,.9
545,안산,2016-09-23,19.1,12.8,26.4,1.1
545,안산,2016-09-24,19.9,14,27.3,1.1
545,안산,2016-09-25,20.8,15.7,27.8,.8
545,안산,2016-09-26,21.8,16.6,27.4,.8
545,안산,2016-09-27,20.4,18.8,23,.6
545,안산,2016-09-28,20,18.4,22.6,.6
545,안산,2016-09-29,20.3,16.8,24.4,1.5
545,안산,2016-09-30,19.5,16.8,23.8,1
545,안산,2016-10-01,19.2,16.5,24.6,.6
545,안산,2016-10-02,18.7,16.6,22.4,1.4
545,안산,2016-10-03,21.7,16.1,27.3,1.9
545,안산,2016-10-04,21,12.3,28.5,1.2
545,안산,2016-10-05,20.4,16.6,26.2,2.1
545,안산,2016-10-06,16.3,11.6,22,1.4
545,안산,2016-10-07,18.2,11.7,25.1,1.1
545,안산,2016-10-08,17.3,11.2,21.9,2.5
545,안산,2016-10-09,11.9,7.7,16.2,1.8
545,안산,2016-10-10,11.6,5.1,20,.8
545,안산,2016-10-11,13.4,7.5,20.5,1
545,안산,2016-10-12,13.3,8.1,19.8,1.2
545,안산,2016-10-13,12.2,6.1,20.9,.8
545,안산,2016-10-14,14.2,7.1,23.3,.8
545,안산,2016-10-15,16.3,8.9,25.6,.6
545,안산,2016-10-16,16.1,13.7,19.4,.6
545,안산,2016-10-17,16.5,11.9,22.4,1.1
545,안산,2016-10-18,13.8,8.4,21.8,.6
545,안산,2016-10-19,15.3,9.5,23.2,1
545,안산,2016-10-20,16.1,8.5,24.6,1
545,안산,2016-10-21,17.5,16,19.7,1.8
545,안산,2016-10-22,17.2,12.3,21.7,1.1
545,안산,2016-10-23,13.6,11.1,17.2,2
545,안산,2016-10-24,14.1,6.6,19.8,1.1
545,안산,2016-10-25,14.2,9.9,19.5,1.7
545,안산,2016-10-26,11.9,7.6,17.1,.6
545,안산,2016-10-27,13.5,6.3,20,.9
545,안산,2016-10-28,14.4,11.2,18,1.2
545,안산,2016-10-29,8,.7,12.3,1.3
545,안산,2016-10-30,5,-2.3,14.2,.7
545,안산,2016-10-31,6.6,1.9,10.5,1.3
545,안산,2016-11-01,1.7,-2.8,7,1.3
545,안산,2016-11-02,3.2,-4.8,10.8,.9
545,안산,2016-11-03,8.3,2.9,14.5,1.2
545,안산,2016-11-04,11.9,4.4,17.5,1.7
545,안산,2016-11-05,14.1,9.5,19.7,1.7
545,안산,2016-11-06,14.8,9.2,19.6,1.9
545,안산,2016-11-07,13.6,9.3,18.8,2.1
545,안산,2016-11-08,5.5,1.1,9.3,2.6
545,안산,2016-11-09,2,-3.5,8.6,1.3
545,안산,2016-11-10,6.3,-.5,11.7,.8
545,안산,2016-11-11,8.3,2.9,14.6,1.8
545,안산,2016-11-12,10.9,3,17.5,1.5
545,안산,2016-11-13,13.5,8.1,19.1,1.1
545,안산,2016-11-14,12.8,8.4,17.6,1
545,안산,2016-11-15,5.8,-.7,11.3,1.7
545,안산,2016-11-16,3.3,-3.1,11.9,.6
545,안산,2016-11-17,6.6,0,15.8,.6
545,안산,2016-11-18,8.7,.9,15.8,.8
545,안산,2016-11-19,12.6,9.5,15.2,1.1
545,안산,2016-11-20,10.1,2.7,15.5,1.6
545,안산,2016-11-21,8.8,.7,14.5,1
545,안산,2016-11-22,3.6,-.7,9.8,2.5
545,안산,2016-11-23,-.1,-3.4,4.6,1.3
545,안산,2016-11-24,-1.5,-5.5,3.8,1.3
545,안산,2016-11-25,.3,-6.2,7.6,.7
545,안산,2016-11-26,.9,-4.2,3.8,1.2
545,안산,2016-11-27,4,-.8,8.2,.6
545,안산,2016-11-28,2,-3,6.6,1.5
545,안산,2016-11-29,-.4,-6.2,8.3,.7
545,안산,2016-11-30,5.6,-4,11.2,.8
545,안산,2016-12-01,5.6,-1.2,9.1,2.7
545,안산,2016-12-02,.2,-6.6,8.1,1.1
545,안산,2016-12-03,2,-4.9,11.2,.8
545,안산,2016-12-04,4.3,-1,10.1,.6
545,안산,2016-12-05,7.1,2.4,12,2.9
545,안산,2016-12-06,-1,-6.2,4.8,1.5
545,안산,2016-12-07,2.1,-6,8.9,1.5
545,안산,2016-12-08,2.4,-5.9,8.6,.9
545,안산,2016-12-09,2.8,-2,6.1,2.2
545,안산,2016-12-10,-2.2,-7.6,4.2,1
545,안산,2016-12-11,-2.8,-9.1,6,.6
545,안산,2016-12-12,1.8,-6.7,8.8,.6
545,안산,2016-12-13,2.4,-3.1,8.5,1.1
545,안산,2016-12-14,0,-2.9,2.4,1.2
545,안산,2016-12-15,-3.1,-6.6,.4,1.9
545,안산,2016-12-16,-3.8,-11.1,1.1,1.4
545,안산,2016-12-17,3.9,-2.5,11,1.5
545,안산,2016-12-18,5.2,0,8.6,1.3
545,안산,2016-12-19,6.9,1.2,13.2,1.3
545,안산,2016-12-20,4.2,-.2,13.6,.7
545,안산,2016-12-21,7.9,-1.6,14.4,1.8
545,안산,2016-12-22,6.6,3.2,13.5,4.1
545,안산,2016-12-23,-.3,-2,3.2,3.2
545,안산,2016-12-24,-1.9,-4.5,1.8,.6
545,안산,2016-12-25,-.2,-6.5,7,.4
545,안산,2016-12-26,2.8,-.7,6.2,.6
545,안산,2016-12-27,-.6,-6.1,2.8,2.9
545,안산,2016-12-28,-3.5,-9.5,2.4,1
545,안산,2016-12-29,-2.7,-6.5,.1,1.9
545,안산,2016-12-30,-3.6,-10.8,3.4,.6
545,안산,2016-12-31,.3,-4.7,6.7,.7
545,안산,2017-01-01,2.6,-4.1,10.2,.7
545,안산,2017-01-02,5.1,0,9.9,1.6
545,안산,2017-01-03,.5,-4.7,8.3,.9
545,안산,2017-01-04,2,-2.9,9.1,1.1
545,안산,2017-01-05,3.7,-3.4,8.9,1.2
545,안산,2017-01-06,5.2,-1.7,11.5,1.6
545,안산,2017-01-07,2.1,-3.3,9.8,.7
545,안산,2017-01-08,5.4,-1.5,12.1,1.3
545,안산,2017-01-09,3,-2.9,5.6,2.9
545,안산,2017-01-11,-3.4,-10.8,3.1,1.2
545,안산,2017-01-12,0,-4.8,3.3,2
545,안산,2017-01-13,-5.2,-9.3,0,1.8
545,안산,2017-01-14,-6.2,-8.4,-3,2.3
545,안산,2017-01-15,-6.9,-13.3,-.3,1.2
545,안산,2017-01-16,-5.6,-12.9,3.5,.7
545,안산,2017-01-17,-3.6,-10.9,4.1,.6
545,안산,2017-01-18,-2.1,-6.4,4.4,.6
545,안산,2017-01-19,-2.4,-8.1,5.2,.7
545,안산,2017-01-20,-3.7,-11.4,-1,2.5
545,안산,2017-01-21,-5.6,-14.7,.6,1
545,안산,2017-01-22,-6.3,-9,-1.1,2.8
545,안산,2017-01-23,-8.3,-15,-3.5,1.3
545,안산,2017-01-24,-9.2,-17,-1.2,1
545,안산,2017-01-25,-8.1,-16.4,1.5,.9
545,안산,2017-01-26,-2,-12.6,4.6,1.1
545,안산,2017-01-27,-1.9,-7.5,4.4,2.9
545,안산,2017-01-28,-2.4,-10.8,4.8,.5
545,안산,2017-01-29,1.3,-.4,3.2,.8
545,안산,2017-01-30,-4.2,-10.1,.4,2.6
545,안산,2017-01-31,-6.3,-12.3,-.1,.9
545,안산,2017-02-01,-3.4,-9,1.6,2
545,안산,2017-02-02,-2.3,-11.5,4.2,1.5
545,안산,2017-02-03,.5,-4.7,6.5,.9
545,안산,2017-02-04,.5,-6,5.2,.5
545,안산,2017-02-05,1.4,-.8,3.6,1.6
545,안산,2017-02-06,-.4,-4,2.8,2.6
545,안산,2017-02-07,-2.5,-7.8,3.6,.7
545,안산,2017-02-08,-2.1,-7.4,2,1.4
545,안산,2017-02-09,-3.2,-4.8,-.7,3.9
545,안산,2017-02-10,-4.5,-6.8,-1.6,3.9
545,안산,2017-02-11,-3.3,-8,.7,2.5
545,안산,2017-02-12,-3.6,-10.6,3.7,1.4
545,안산,2017-02-13,-1.4,-9.5,5.3,.6
545,안산,2017-02-14,-1.8,-8.1,5.5,1.2
545,안산,2017-02-15,-.4,-7.7,8.1,.8
545,안산,2017-02-16,5.3,-6.1,12.6,1.5
545,안산,2017-02-17,1.5,-3.5,9.6,3.7
545,안산,2017-02-18,-2.1,-8.8,3.8,1.9
545,안산,2017-02-19,2.3,-5.8,6.7,1.3
545,안산,2017-02-20,-.1,-4.1,6.2,3.1
545,안산,2017-02-21,-1.7,-8.9,6.1,.9
545,안산,2017-02-22,1.7,-3,3.9,1.5
545,안산,2017-02-23,-.1,-3.5,3.6,3.4
545,안산,2017-02-24,-1,-8.1,4.8,1.3
545,안산,2017-02-25,1.2,-6.1,8.6,1.4
545,안산,2017-02-26,1.5,-3.5,9.2,1.3
545,안산,2017-02-27,1,-5.6,9.6,1.2
545,안산,2017-02-28,3,-5.6,12.7,1
545,안산,2017-03-01,4.3,-1,12.6,1.1
545,안산,2017-03-02,2.1,-1.9,5,2.8
545,안산,2017-03-03,2.3,-4.8,10.7,1.3
545,안산,2017-03-04,3.1,-3.9,11.8,1.1
545,안산,2017-03-05,3.8,-2.6,10.7,1.6
545,안산,2017-03-06,1.7,-1.1,5.1,3.4
545,안산,2017-03-07,0,-2.2,2.6,3.8
545,안산,2017-03-08,.6,-7.4,6.4,2.6
545,안산,2017-03-09,3,-5,10.2,2.5
545,안산,2017-03-10,2.7,-4.7,11.2,1.3
545,안산,2017-03-11,4.5,-4.6,16,1.1
545,안산,2017-03-12,6.6,-.7,14.3,1.6
545,안산,2017-03-13,5.3,-1.7,10.9,1.9
545,안산,2017-03-14,4.9,-3.5,11.2,2.4
545,안산,2017-03-15,3.4,-4,11.7,1.3
545,안산,2017-03-16,3.5,-4.5,12.2,1.4
545,안산,2017-03-17,4.9,-3.5,14,1.3
545,안산,2017-03-18,6.5,.7,15.4,1.4
545,안산,2017-03-19,6.7,-2,17.6,1
545,안산,2017-03-20,7,-.3,14.2,.9
545,안산,2017-03-21,6.1,-.2,12.7,2.3
545,안산,2017-03-22,5.3,-3,12.7,1.7
545,안산,2017-03-23,5.8,.3,13.3,1.7
545,안산,2017-03-24,5.9,-1.9,14.5,1.1
545,안산,2017-03-25,5.7,0,12.8,1.3
545,안산,2017-03-26,5.8,-.5,10.8,1.7
545,안산,2017-03-27,6.1,.6,11.2,2.1
545,안산,2017-03-29,6.5,-.3,14,1.4
545,안산,2017-03-30,7,-1.6,15.5,1.5
545,안산,2017-03-31,8.4,4.3,13.6,1.2
545,안산,2017-04-01,7.3,1.2,13.4,1.8
545,안산,2017-04-02,6.8,-.7,14.7,1.6
545,안산,2017-04-03,8.2,-1.1,17.6,1.4
545,안산,2017-04-04,11.2,.6,21.3,1.3
545,안산,2017-04-05,11.6,7.7,14.3,1.5
545,안산,2017-04-06,10.3,,,
545,안산,2017-04-07,11.8,8.3,18.4,1.7
545,안산,2017-04-08,9.1,6.3,14.9,1.8
545,안산,2017-04-09,13.3,7.7,19.9,1.7
545,안산,2017-04-10,14.4,10.1,22.3,2.1
545,안산,2017-04-11,13,9.9,17.4,2.6
545,안산,2017-04-12,11,5.7,15.2,3
545,안산,2017-04-13,11.3,2.1,19.7,1.6
545,안산,2017-04-14,11.7,3.7,17.8,2.2
545,안산,2017-04-15,13.7,6.1,23.6,1.4
545,안산,2017-04-16,15.1,8,23.4,1
545,안산,2017-04-17,13,8.8,16.9,.9
545,안산,2017-04-18,10.8,6.9,18.9,2.7
545,안산,2017-04-19,11.7,7.5,17.5,2.7
545,안산,2017-04-20,11.4,6.1,17.5,1.2
545,안산,2017-04-21,10.2,3,17.4,1.4
545,안산,2017-04-22,11.9,3.9,20.5,2
545,안산,2017-04-23,11.8,3.4,20.8,1.7
545,안산,2017-04-24,12.8,2.6,21.4,1.9
545,안산,2017-04-25,13.7,8,20.7,2
545,안산,2017-04-26,13.5,6.8,20.4,2.5
545,안산,2017-04-27,11.9,3.7,18.8,2.4
545,안산,2017-04-28,13,5.7,20.4,2.4
545,안산,2017-04-29,15.3,5.4,23.7,1.7
545,안산,2017-04-30,16.7,10,26.3,1.7
545,안산,2017-05-01,16.2,8.4,26.3,1.5
545,안산,2017-05-02,16.1,9,24.4,1.3
545,안산,2017-05-03,17,8.2,28.5,1.2
545,안산,2017-05-04,17.9,9.9,25.9,1.6
545,안산,2017-05-06,13.2,6.1,19.8,2.7
545,안산,2017-05-07,13.7,6.2,22,2
545,안산,2017-05-08,15.6,6.4,22.7,1.3
545,안산,2017-05-09,15.6,12.9,21.7,1
545,안산,2017-05-10,15.2,11.4,19.9,2
545,안산,2017-05-11,17.9,11.8,24.6,1
545,안산,2017-05-12,17.4,12.4,21.8,1.1
545,안산,2017-05-13,15.1,9.5,24.6,2
545,안산,2017-05-14,13.4,8.2,18.9,3.3
545,안산,2017-05-15,14.7,8.7,19.7,2.6
545,안산,2017-05-16,15.9,10.7,21.7,1.6
545,안산,2017-05-17,16.1,8.7,24.1,1.6
545,안산,2017-05-18,17.5,8.8,26.8,1.5
545,안산,2017-05-19,18.3,10,26.8,1.7
545,안산,2017-05-20,17.6,9.9,24.4,1.8
545,안산,2017-05-21,18.2,11.2,25.4,1.7
545,안산,2017-05-22,18.9,10.8,27,1.5
545,안산,2017-05-23,18.5,12.5,24.3,1.3
545,안산,2017-05-24,18.5,12.6,24.2,1.9
545,안산,2017-05-25,17.4,10.3,23.4,3
545,안산,2017-05-26,15.9,8.3,22.2,2.1
545,안산,2017-05-27,16.3,9,24.5,1.6
545,안산,2017-05-28,19.3,9,26.8,1.6
545,안산,2017-05-29,20.2,13.9,28.2,1.4
545,안산,2017-05-30,21.1,14.1,30,1.3
545,안산,2017-05-31,20.8,13.9,27.6,1.3
545,안산,2017-06-01,21,15.8,24.9,2.9
545,안산,2017-06-02,18.8,11,23.7,2.6
545,안산,2017-06-03,18.8,12.7,24.2,3
545,안산,2017-06-04,19,10.2,27,2.1
545,안산,2017-06-05,20.6,11.4,29.6,1.3
545,안산,2017-06-06,18.4,14.8,22.9,1.6
545,안산,2017-06-07,17.4,15.4,19,2.3
545,안산,2017-06-08,18.8,15.1,24.7,2.1
545,안산,2017-06-09,20.2,13.9,26.8,2.1
545,안산,2017-06-10,19.7,12.5,26,1.6
545,안산,2017-06-11,19.9,9.6,27.7,1.8
545,안산,2017-06-12,20.5,0,26.7,.4
545,안산,2017-06-13,19.9,14.7,24.7,2.1
545,안산,2017-06-14,19.9,15.1,25.2,2.1
545,안산,2017-06-15,21.1,14.8,27.6,1.6
545,안산,2017-06-16,22.8,16.3,31.7,1.6
545,안산,2017-06-17,21.4,15.4,27.8,1.7
545,안산,2017-06-18,21,13.2,30.1,1.7
545,안산,2017-06-19,21.6,16.3,28.7,1.3
545,안산,2017-06-20,22.8,15,30.9,1.5
545,안산,2017-06-21,22.7,16.5,29.3,2.1
545,안산,2017-06-22,23.1,18.7,28.9,1.8
545,안산,2017-06-23,23.3,17.6,31.8,1.7
545,안산,2017-06-24,21.4,17.4,26.1,.8
545,안산,2017-06-25,23.3,18.2,28.8,1.5
545,안산,2017-06-26,22.4,19.2,29.8,1.2
545,안산,2017-06-27,23.5,18.5,29.3,1.7
545,안산,2017-06-28,24,19.9,29.5,1.6
545,안산,2017-06-29,23.8,18.1,30.3,1.5
545,안산,2017-06-30,23.9,20.6,28.7,1.8
545,안산,2017-07-01,23.3,19.9,28.9,.7
545,안산,2017-07-02,24.6,22.9,26.5,1.4
545,안산,2017-07-03,24.2,23.1,26.9,2.6
545,안산,2017-07-04,25.2,21.4,29.8,1.7
545,안산,2017-07-05,25.9,21.1,31.9,1.1
545,안산,2017-07-06,26.3,20.6,33,1.2
545,안산,2017-07-07,25.7,22.9,28.5,1.3
545,안산,2017-07-08,25.4,23.6,28.6,1.3
545,안산,2017-07-09,26.4,22.8,31.9,1.3
545,안산,2017-07-10,24.4,22.7,25.7,1.9
545,안산,2017-07-11,25.8,22.4,31,1.3
545,안산,2017-07-12,25.1,21.4,30,1.2
545,안산,2017-07-13,25.7,19.9,31.4,1
545,안산,2017-07-14,27.2,22.9,32.4,1.4
545,안산,2017-07-15,24.1,22.8,25.7,1.1
545,안산,2017-07-16,24.8,22.9,27.9,.9
545,안산,2017-07-17,25.5,22.9,28.7,.9
545,안산,2017-07-18,25.4,22.8,30.1,1.3
545,안산,2017-07-19,26.7,23.8,32.1,1.4
545,안산,2017-07-20,27.5,22.9,33.5,1
545,안산,2017-07-21,28.1,24.3,32.3,1.1
545,안산,2017-07-22,27.9,25.6,32.1,1.1
545,안산,2017-07-23,26.5,25.6,27.8,1.4
545,안산,2017-07-24,25.3,24.6,27.5,.4
545,안산,2017-07-25,28,24.6,34,1.3
545,안산,2017-07-26,26.9,21.9,31.8,1.3
545,안산,2017-07-27,25.6,21.3,29.5,.8
545,안산,2017-07-28,25,23.5,26.8,.8
545,안산,2017-07-29,26.6,23.7,30.2,1.2
545,안산,2017-07-30,26.1,22.7,30.8,1.3
545,안산,2017-07-31,23.6,22.6,24.4,.9
545,안산,2017-08-01,26.5,22.7,32.5,.9
545,안산,2017-08-02,28.2,23.3,32.9,.7
545,안산,2017-08-03,27.4,23.5,32.6,1.1
545,안산,2017-08-04,27.8,23.4,33.4,1
545,안산,2017-08-05,29.3,24,35.1,.9
545,안산,2017-08-06,27.8,25,31.8,1.1
545,안산,2017-08-07,27,23.3,32.2,1.6
545,안산,2017-08-08,25.8,22.6,31.2,1
545,안산,2017-08-09,25.9,22.8,30.4,1.1
545,안산,2017-08-10,24.3,23.1,26.1,.7
545,안산,2017-08-11,25.5,22.4,30.9,.8
545,안산,2017-08-12,25.6,20.5,31.2,.9
545,안산,2017-08-13,24.8,22,26.8,1.3
545,안산,2017-08-14,23.2,22.1,25.4,1.6
545,안산,2017-08-15,22,20.9,22.7,2
545,안산,2017-08-16,24.1,21.6,27.7,1.9
545,안산,2017-08-17,24.2,21.3,28.6,1.3
545,안산,2017-08-18,24.4,20.8,29.3,.8
545,안산,2017-08-19,24.5,20.9,27.9,.8
545,안산,2017-08-20,23.5,21.5,26.2,1.8
545,안산,2017-08-21,24.8,22.6,28.7,1.5
545,안산,2017-08-22,25.6,22,30.7,1
545,안산,2017-08-23,26.9,22.2,31.1,2.1
545,안산,2017-08-24,25.9,21.9,29,2.5
545,안산,2017-08-25,24.2,18.8,30.4,1.3
545,안산,2017-08-26,21.9,15.6,27.8,1.4
545,안산,2017-08-27,20.5,16.5,25.9,.4
545,안산,2017-08-28,20.4,16.5,25.7,.9
545,안산,2017-08-29,19.6,15.8,23.6,1.5
545,안산,2017-08-30,18.5,14.7,23.3,.9
545,안산,2017-08-31,19.9,13.4,27.4,1
545,안산,2017-09-01,20.2,12.7,27.8,1.1
545,안산,2017-09-02,20.8,14.7,28.1,1
545,안산,2017-09-03,21.6,15.3,28.9,1
545,안산,2017-09-04,21.4,15.6,28.3,.7
545,안산,2017-09-05,19.9,16.1,23.3,.6
545,안산,2017-09-06,19.2,17.8,21.6,.3
545,안산,2017-09-07,20.9,15.2,26.9,1.2
545,안산,2017-09-08,22.3,17.6,28.3,1.3
545,안산,2017-09-09,21.6,16.8,28.4,1
545,안산,2017-09-10,20.8,16.5,24.6,.5
545,안산,2017-09-11,19.8,16.5,24,.9
545,안산,2017-09-12,20.4,13.6,26.5,1.6
545,안산,2017-09-13,18.5,11.4,26.1,1.5
545,안산,2017-09-14,18.9,11.1,27.4,1
545,안산,2017-09-15,21.2,13.9,27.7,1.6
545,안산,2017-09-16,20.4,11.9,27,1.8
545,안산,2017-09-17,21.3,14.8,28.5,1.3
545,안산,2017-09-18,19.4,12.2,27,1.3
545,안산,2017-09-19,21.2,14.9,26.7,1.7
545,안산,2017-09-20,17,10.1,23.3,1.7
545,안산,2017-09-21,17.3,10.2,25.7,.9
545,안산,2017-09-22,18.2,11.6,26.5,1.2
545,안산,2017-09-23,20,13.9,26.9,1.2
545,안산,2017-09-24,21.9,16.8,27.8,1.4
545,안산,2017-09-25,21.6,16.4,28.9,.9
545,안산,2017-09-26,21.7,15,29.2,.7
545,안산,2017-09-27,20.7,16.7,26.2,.8
545,안산,2017-09-28,19.1,12,23.9,2.6
545,안산,2017-09-29,13.9,6,22.4,1.3
545,안산,2017-09-30,17.3,8.9,26.7,1.1
545,안산,2017-10-01,16.6,13,20.2,1.1
545,안산,2017-10-02,20.7,15.5,27.6,1.3
545,안산,2017-10-03,16.4,9.8,22.8,1.3
545,안산,2017-10-04,15.8,8.6,23.3,1.1
545,안산,2017-10-05,16.2,10.5,22.4,1.1
545,안산,2017-10-06,17.2,,,
545,안산,2017-10-07,19.2,15.6,26.6,.6
545,안산,2017-10-08,19.8,15.8,27.4,1.1
545,안산,2017-10-09,20,15.3,27,1
545,안산,2017-10-10,20.2,14.8,24.8,.7
545,안산,2017-10-12,10.9,4.6,14.5,1
545,안산,2017-10-13,10.5,2.2,17.9,.9
545,안산,2017-10-14,12.6,4.1,20.4,.8
545,안산,2017-10-15,12.6,4.3,21.9,.9
545,안산,2017-10-16,14.6,9.8,21.1,.6
545,안산,2017-10-17,12.4,3.9,22.8,.8
545,안산,2017-10-18,14.8,9.4,18.5,1.1
545,안산,2017-10-19,14.1,8.7,22.7,.6
545,안산,2017-10-20,13.2,6.3,23.2,1
545,안산,2017-10-21,13.6,6,24.1,.7
545,안산,2017-10-22,14.5,4.7,23.5,1.9
545,안산,2017-10-23,11.7,5.1,19.4,1
545,안산,2017-10-24,11,5,20.5,.8
545,안산,2017-10-25,11.1,3.8,19.5,1.1
545,안산,2017-10-26,12.9,6.5,19.6,.7
545,안산,2017-10-27,13.9,7.6,22.6,.8
545,안산,2017-10-28,13.9,5.4,23.9,.7
545,안산,2017-10-29,10.2,5.5,17.7,2.6
545,안산,2017-10-30,5.2,-2.1,12.6,1.4
545,안산,2017-10-31,7.1,-2.4,16.7,1
545,안산,2017-11-01,12.8,6.3,19.8,1.4
545,안산,2017-11-02,14.2,9.4,18.6,1.3
545,안산,2017-11-03,11.3,7,16.3,2.7
545,안산,2017-11-04,6.4,-.2,13.8,1.4
545,안산,2017-11-05,5.9,-1.8,15.2,.9
545,안산,2017-11-06,9.2,3.6,16.5,1
545,안산,2017-11-07,14.2,3.8,20.7,1.1
545,안산,2017-11-08,12.6,3.4,17.6,2.6
545,안산,2017-11-09,6.3,-1.3,16.4,.7
545,안산,2017-11-10,9,1.5,17.1,2.5
545,안산,2017-11-11,5.1,-1.5,11.1,1.6
545,안산,2017-11-12,2.9,-3.9,11.7,.8
545,안산,2017-11-13,8,-1.4,12.7,1.1
545,안산,2017-11-14,7.6,.7,12.4,2.5
545,안산,2017-11-15,4.1,-.7,8.6,1.8
545,안산,2017-11-16,-.2,-6.1,7.3,.9
545,안산,2017-11-17,2.5,-5.8,7.1,1.1
545,안산,2017-11-18,-.9,-3.9,3.1,2.4
545,안산,2017-11-19,-1.1,-8.8,5.3,1.3
545,안산,2017-11-20,-.7,-6.9,8,.7
545,안산,2017-11-21,-.6,-7.2,8,.6
545,안산,2017-11-22,4.5,-2.9,12.5,2.1
545,안산,2017-11-23,1.1,-5.8,6.9,1.4
545,안산,2017-11-24,0,-5,4.5,1
545,안산,2017-11-25,4.3,-6.1,9.9,1.8
545,안산,2017-11-26,3,-2.4,10.2,.9
545,안산,2017-11-27,0,-6.4,8.9,.6
