일자,호수위(EL.m),해수위(EL.m),우량(mm),평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s)
2018-04-07,-1.07,-1.2,0.0,5.2,3.1,9.4,4.3
2018-04-02,-3.2,-4.26,0.0,16.1,9.2,24.7,1.3
2018-04-01,-3.51,-4.11,0.0,13.9,6.7,18.4,0.8
2018-03-31,-3.29,-3.08,0.0,12.1,4.6,20.3,1.3
2018-03-30,-3.02,-1.68,0.0,11.9,4.0,20.8,1.4
2018-03-29,-2.51,-0.19,0.0,13.4,6.4,19.3,1.2
2018-03-28,-1.97,0.92,0.0,12.5,4.6,20.1,1.3
2018-03-27,-1.55,1.36,0.0,10.9,2.0,21.1,1.1
2018-03-26,-1.22,1.15,0.0,8.9,3.6,18.1,1.1
2018-03-25,-1.06,0.36,0.0,7.7,4.5,15.8,1.3
2018-03-24,-1.03,-0.66,0.0,6.3,0.1,13.4,1.5
2018-03-23,-1.35,-1.75,0.0,4.2,-2.2,11.9,1.0
2018-03-22,-1.67,-2.76,0.0,4.0,-1.1,10.3,1.4
2018-03-21,-1.89,-3.03,8.5,2.0,0.7,4.1,1.7
2018-03-20,-2.72,-3.94,0.0,6.3,3.0,10.5,3.9
2018-03-19,0.0,0.0,2.0,8.9,6.8,11.1,2.0
2018-03-18,0.0,0.0,1.5,7.2,2.4,12.3,0.7
2018-03-17,0.0,0.0,0.0,5.3,-1.6,14.3,1.1
2018-03-16,0.0,0.0,0.0,7.9,3.1,13.3,1.8
2018-03-15,-2.3,-0.94,62.5,11.0,7.1,15.4,1.5
2018-03-14,-1.88,-0.25,0.0,16.2,12.7,22.9,1.4
2018-03-13,-1.26,0.4,0.0,11.6,-0.6,18.0,1.6
2018-03-12,-1.04,0.62,0.0,5.4,-1.8,15.8,1.0
2018-03-11,-1.04,0.63,0.0,4.7,-1.0,11.4,1.0
2018-03-10,-1.02,0.31,0.0,3.2,-3.5,9.6,1.1
2018-03-09,-1.04,-0.45,0.0,3.5,-1.2,9.2,1.0
2018-03-08,-1.03,-1.03,5.5,3.9,0.0,9.0,1.6
2018-03-06,-1.75,-2.65,0.0,2.7,-4.0,9.4,1.0
2018-03-05,-2.3,-3.62,8.5,6.2,1.7,12.2,2.6
2018-03-04,-2.73,-3.95,15.0,9.6,6.2,13.1,1.1
2018-03-03,-3.14,-4.02,0.0,6.9,-2.5,16.6,0.9
2018-03-02,-3.63,-4.01,0.0,-0.8,-8.1,6.0,0.9
2018-03-01,-3.11,-2.32,1.5,0.3,-3.4,3.9,4.2
2018-02-28,-2.57,-0.55,28.0,4.3,1.0,8.9,1.8
2018-02-27,-1.95,0.81,0.0,1.7,-5.5,7.9,0.2
2018-02-26,-1.44,1.32,0.0,0.0,-7.7,9.3,0.8
2018-02-25,-1.25,1.2,0.0,0.3,-4.7,7.0,1.2
2018-02-24,-1.05,0.83,0.0,1.1,-4.1,6.9,1.4
2018-02-23,-1.02,0.05,1.5,4.7,-2.4,10.7,1.9
2018-02-22,-1.07,-1.06,0.0,0.3,-8.8,7.0,1.6
2018-02-21,-1.39,-1.91,0.0,-1.6,-7.3,4.9,1.6
2018-02-20,-1.66,-2.68,0.0,0.4,-6.6,7.3,1.2
2018-02-19,-2.09,-3.3,0.0,-1.1,-7.3,7.0,1.0
2018-02-18,-2.56,-3.73,0.0,-1.6,-7.8,5.5,0.8
2018-02-17,-2.74,-3.65,0.0,-2.8,-6.4,1.6,2.1
2018-02-16,-2.9,-3.37,0.0,-2.5,-10.1,4.7,1.2
2018-02-15,-2.85,-2.72,0.0,-1.6,-7.9,3.6,1.7
2018-02-14,-2.31,-1.44,0.0,2.7,-2.5,9.1,2.4
2018-02-13,-2.15,-0.98,0.0,-3.1,-15.1,5.6,1.3
2018-02-12,-1.44,-0.15,0.5,-7.4,-18.1,-1.6,1.5
2018-02-11,-1.35,0.54,0.0,-5.8,-12.1,-0.7,1.4
2018-02-10,-1.13,1.26,0.0,-0.9,-6.5,5.0,2.6
2018-02-09,-1.02,1.16,0.0,-0.7,-10.4,7.2,0.7
2018-02-08,-1.02,0.75,0.0,-6.4,-14.6,2.6,0.6
2018-02-07,-1.07,-0.1,0.0,-9.2,-18.2,-1.3,1.0
2018-02-06,-1.04,-0.98,0.0,-8.9,-14.2,-4.8,2.6
2018-02-05,-1.49,-1.93,0.0,-9.1,-16.9,-4.2,2.5
2018-02-04,-3.34,-3.08,0.0,-7.8,-11.6,-4.4,2.6
2018-02-03,-2.4,-3.64,0.0,-6.0,-9.2,-2.5,3.6
2018-02-02,-2.96,-4.0,0.0,-5.0,-12.8,3.3,1.0
2018-02-01,-3.23,-3.61,0.0,-5.7,-13.9,2.9,1.0
2018-01-31,-2.94,-2.21,0.0,-3.4,-9.2,1.0,0.6
2018-01-30,-2.69,-0.89,0.0,-6.0,-15.9,1.1,0.9
2018-01-29,-1.11,0.48,0.0,-7.5,-12.7,-3.5,1.7
2018-01-28,-1.83,1.81,0.0,-5.3,-11.3,0.0,1.7
2018-01-27,-1.54,1.51,0.0,-10.4,-17.7,-2.8,0.9
2018-01-26,-1.19,1.07,0.0,-13.3,-16.1,-8.8,1.8
2018-01-25,-1.18,0.62,0.0,-12.3,-14.8,-7.9,2.0
2018-01-23,0.0,-0.9,0.0,-9.6,-13.2,-3.4,3.6
2018-01-22,-1.42,-1.53,0.0,0.6,-3.6,6.1,1.4
2018-01-21,-2.01,-2.38,0.0,-1.9,-8.3,5.7,0.6
2018-01-20,-2.45,-2.89,0.0,-0.8,-6.3,6.9,0.8
2018-01-19,-2.91,-3.29,0.0,-0.3,-5.2,6.0,0.9
2018-01-18,-2.82,-3.04,0.0,0.9,-2.9,6.2,0.7
2018-01-17,-2.73,-2.89,0.0,2.2,-1.8,7.6,0.8
2018-01-16,-2.7,-2.25,0.0,2.1,-3.8,7.7,0.3
2018-01-15,-2.12,-0.9,0.0,2.4,-3.0,7.8,1.1
2018-01-14,-2.07,-0.1,0.0,-0.1,-8.5,6.1,1.2
2018-01-13,-1.71,0.79,0.0,-4.3,-8.0,0.5,1.1
2018-01-12,-1.54,1.02,0.0,-9.7,-17.9,-5.1,1.0
2018-01-11,-1.44,1.15,0.0,-9.5,-12.4,-6.0,2.3
2018-01-10,-1.39,1.49,1.0,-6.7,-12.9,-2.7,2.2
2018-01-09,-1.17,1.17,1.0,-2.6,-6.0,0.2,2.8
2018-01-08,-1.08,0.37,0.5,1.2,-1.0,4.3,1.8
2018-01-07,-1.17,-0.78,0.0,-2.4,-10.2,3.4,0.4
2018-01-06,-1.82,-2.05,0.0,-4.8,-11.3,3.2,0.9
2018-01-05,-2.69,-3.11,0.0,-4.7,-8.6,1.4,1.0
2018-01-04,-3.55,-3.93,0.0,-4.6,-10.1,-0.6,0.8
2018-01-03,-3.53,-3.74,0.0,-3.7,-8.4,0.7,1.4
2018-01-02,-3.11,-2.61,0.0,-2.3,-7.8,3.1,1.2
2018-01-01,-2.84,-1.1,0.0,-3.4,-9.0,4.2,0.6
2017-12-31,-2.48,0.56,0.0,0.3,-3.4,4.5,1.9
2017-12-30,-2.19,1.44,3.5,1.0,-4.9,5.7,0.5
2017-12-29,-1.63,2.12,0.0,1.3,-4.2,7.0,0.8
2017-12-28,-1.33,1.82,0.0,-1.4,-10.2,2.1,0.5
2017-12-27,-1.2,1.24,0.0,-6.5,-10.2,-2.5,1.4
2017-12-26,-1.11,0.57,0.0,-3.5,-7.4,0.6,2.4
2017-12-25,-1.1,-0.75,0.0,-1.9,-4.6,1.2,2.3
2017-12-24,-1.11,-0.97,19.5,2.7,0.6,5.3,1.7
2017-12-23,-1.58,-1.77,0.0,3.5,-0.1,8.7,0.6
2017-12-22,-2.18,-2.59,0.0,2.2,-6.7,8.6,0.8
2017-12-21,-2.66,-3.03,0.0,-2.9,-9.4,4.6,0.5
2017-12-20,-3.03,-3.33,2.5,-2.8,-11.6,3.5,1.0
2017-12-19,-2.97,-3.14,0.0,-4.3,-9.9,0.4,1.6
2017-12-18,-2.78,-2.72,0.5,0.8,-6.4,7.1,2.3
2017-12-17,-3.06,-2.33,0.0,-6.2,-12.4,-0.9,1.2
2017-12-16,-2.46,-0.66,0.0,-4.0,-6.8,-0.6,1.8
2017-12-15,-2.25,0.54,0.0,-3.0,-11.0,2.3,0.6
2017-12-14,-2.22,1.2,0.0,-7.1,-13.9,-0.5,0.6
2017-12-13,-1.81,1.95,0.0,-7.8,-12.5,-2.7,1.2
2017-12-12,-1.45,1.8,0.0,-7.7,-12.3,-3.3,1.3
2017-12-11,-1.19,1.26,0.0,-5.1,-9.7,-0.8,3.5
2017-12-10,-1.13,1.01,5.0,2.8,-1.5,8.6,2.6
2017-12-09,-1.15,-0.26,0.0,-1.5,-7.7,5.1,0.5
2017-12-08,-1.47,-1.64,0.0,-2.6,-4.8,0.5,1.7
2017-12-07,-2.26,-2.67,0.0,0.9,-2.9,7.0,1.2
2017-12-06,-3.47,-3.83,6.5,1.4,-5.5,6.1,1.4
2017-12-05,-3.92,-4.21,0.5,-3.5,-8.5,0.4,1.8
2017-12-04,-3.35,-3.29,0.0,0.9,-5.4,4.1,2.7
2017-12-03,-3.19,-1.8,1.5,3.9,0.0,8.9,0.9
2017-12-02,-3.06,-0.44,0.0,-0.1,-7.8,8.1,0.7
2017-12-01,-2.72,0.76,0.0,-2.6,-10.1,4.2,0.8
2017-11-30,-2.19,1.42,0.0,-1.2,-4.2,3.5,2.3
2017-11-29,-1.58,1.87,0.0,4.1,-1.3,8.5,2.0
2017-11-28,-1.18,1.79,0.0,4.8,-2.8,11.8,0.6
2017-11-27,-1.19,0.91,0.0,0.0,-6.4,8.9,0.6
2017-11-26,-1.12,0.4,0.0,3.0,-2.4,10.2,0.9
2017-11-25,-1.12,-0.5,10.0,4.3,-6.1,9.9,1.8
2017-11-24,-1.13,-1.1,2.0,0.0,-5.0,4.5,1.0
2017-11-23,-1.95,-2.28,2.5,1.1,-5.8,6.9,1.4
2017-11-22,-2.35,-2.72,0.5,4.5,-2.9,12.5,2.1
2017-11-21,-3.07,-3.43,0.0,-0.6,-7.2,8.0,0.6
2017-11-20,-3.08,-3.33,0.0,-0.7,-6.9,8.0,0.7
2017-11-19,-3.42,-3.55,0.0,-1.1,-8.8,5.3,1.3
2017-11-18,-3.02,-2.63,0.0,-0.9,-3.9,3.1,2.4
2017-11-17,-2.92,-1.37,1.0,2.5,-5.8,7.1,1.1
2017-11-16,-2.79,-0.28,0.0,-0.2,-6.1,7.3,0.9
2017-11-15,-2.48,1.08,0.5,4.1,-0.7,8.6,1.8
2017-11-14,-2.05,2.14,0.0,7.6,0.7,12.4,2.5
2017-11-13,-1.58,2.48,0.5,8.0,-1.4,12.7,1.1
2017-11-12,-1.33,2.18,0.0,2.9,-3.9,11.7,0.8
2017-11-11,-1.17,0.97,0.0,5.1,-1.5,11.1,1.6
2017-11-10,-1.11,0.26,3.5,9.0,1.5,17.1,2.5
2017-11-09,-1.22,-1.36,0.0,6.3,-1.3,16.4,0.7
2017-11-08,-2.07,-2.4,0.0,12.6,3.4,17.6,2.6
2017-11-07,-3.17,-3.62,0.0,14.2,3.8,20.7,1.1
2017-11-06,-3.79,-4.12,0.0,9.2,3.6,16.5,1.0
2017-11-05,-3.74,-3.89,0.0,5.9,-1.8,15.2,0.9
2017-11-04,-3.49,-2.84,0.0,6.4,-0.2,13.8,1.4
2017-11-03,-3.01,-1.04,3.5,11.3,7.0,16.3,2.7
2017-11-02,-2.7,0.27,0.0,14.2,9.4,18.6,1.3
2017-11-01,-2.12,1.48,0.0,12.8,6.3,19.8,1.4
2017-10-31,-1.71,1.83,0.0,7.1,-2.4,16.7,1.0
2017-10-30,-1.38,1.12,0.0,5.2,-2.1,12.6,1.4
2017-10-29,-1.13,1.59,0.0,10.2,5.5,17.7,2.6
2017-10-28,-1.11,1.05,0.0,13.9,5.4,23.9,0.7
2017-10-27,-1.12,0.2,0.0,13.9,7.6,22.6,0.8
2017-10-26,-1.12,-0.69,0.0,12.9,6.5,19.6,0.7
2017-10-25,-1.31,-1.43,0.0,11.1,3.8,19.5,1.1
2017-10-24,-2.05,-2.42,0.0,11.0,5.0,20.5,0.8
2017-10-23,-2.62,-3.02,0.0,11.7,5.1,19.4,1.0
2017-10-22,-3.18,-3.52,0.0,14.5,4.7,23.5,1.9
2017-10-21,-3.44,-3.64,0.0,13.6,6.0,24.1,0.7
2017-10-20,-3.2,-3.25,0.0,13.2,6.3,23.2,1.0
2017-10-19,-3.17,-2.15,0.0,14.1,8.7,22.7,0.6
2017-10-18,-3.13,-0.96,0.0,14.8,9.4,18.5,1.1
2017-10-17,-2.77,0.5,0.0,12.4,3.9,22.8,0.8
2017-10-16,-2.19,1.95,0.0,14.6,9.8,21.1,0.6
2017-10-15,-1.85,2.51,0.0,12.6,4.3,21.9,0.9
2017-10-14,-1.41,2.33,0.0,12.6,4.1,20.4,0.8
2017-10-13,-1.2,1.6,0.0,10.5,2.2,17.9,0.9
2017-10-12,-1.11,0.28,0.0,10.9,4.6,14.5,1.0
2017-10-10,-1.98,-2.31,2.0,20.2,14.8,24.8,0.7
2017-10-09,-2.95,-3.46,0.0,20.0,15.3,27.0,1.0
2017-10-08,-3.67,-4.1,0.0,19.8,15.8,27.4,1.1
2017-10-07,-3.92,-4.19,0.0,19.2,15.6,26.6,0.6
2017-10-06,-3.41,-3.42,0.0,17.2,,,
2017-10-05,-3.32,-2.19,0.0,16.2,10.5,22.4,1.1
2017-10-04,-3.08,-1.08,0.0,15.8,8.6,23.3,1.1
2017-10-03,-2.69,0.14,0.0,16.4,9.8,22.8,1.3
2017-10-02,-1.92,1.23,1.0,20.7,15.5,27.6,1.3
2017-10-01,-1.35,1.84,11.5,16.6,13.0,20.2,1.1
2017-09-30,-1.23,1.73,0.0,17.3,8.9,26.7,1.1
2017-09-29,-1.14,1.2,0.0,13.9,6.0,22.4,1.3
2017-09-28,-1.16,0.5,0.0,19.1,12.0,23.9,2.6
2017-09-27,-1.14,-0.08,2.0,20.7,16.7,26.2,0.8
2017-09-26,-1.14,-1.02,0.5,21.7,15.0,29.2,0.7
2017-09-25,-1.87,-2.15,0.0,21.6,16.4,28.9,0.9
2017-09-24,-2.63,-3.09,0.0,21.9,16.8,27.8,1.4
2017-09-23,-3.23,-3.7,0.0,20.0,13.9,26.9,1.2
2017-09-22,-3.82,-4.19,0.0,18.2,11.6,26.5,1.2
2017-09-21,-3.96,-4.13,0.0,17.3,10.2,25.7,0.9
2017-09-20,-3.37,-2.89,0.0,17.0,10.1,23.3,1.7
2017-09-19,-3.33,-1.41,0.0,21.2,14.9,26.7,1.7
2017-09-18,-3.05,0.12,0.0,19.4,12.2,27.0,1.3
2017-09-17,-2.39,1.8,0.0,21.3,14.8,28.5,1.3
2017-09-16,-1.76,2.81,0.0,20.4,11.9,27.0,1.8
2017-09-15,-1.43,2.62,0.0,21.2,13.9,27.7,1.6
2017-09-14,-1.3,1.94,0.0,18.9,11.1,27.4,1.0
2017-09-13,-1.13,0.64,0.0,18.5,11.4,26.1,1.5
2017-09-09,-3.42,-3.93,0.0,21.6,16.8,28.4,1.0
2017-09-08,-3.78,-4.14,0.0,22.3,17.6,28.3,1.3
2017-09-07,-3.71,-3.83,0.0,20.9,15.2,26.9,1.2
2017-09-06,-3.32,-2.81,2.5,19.2,17.8,21.6,0.3
2017-09-05,-2.95,-1.46,0.0,19.9,16.1,23.3,0.6
2017-09-04,-2.61,-0.19,0.0,21.4,15.6,28.3,0.7
2017-09-03,-2.15,0.81,0.0,21.6,15.3,28.9,1.0
2017-09-02,-1.54,1.66,0.0,20.8,14.7,28.1,1.0
2017-09-01,-1.31,1.72,0.0,20.2,12.7,27.8,1.1
2017-08-31,-1.23,1.81,0.0,19.9,13.4,27.4,1.0
2017-08-30,-1.18,1.12,0.0,18.5,14.7,23.3,0.9
2017-08-29,-1.14,0.53,0.0,19.6,15.8,23.6,1.5
2017-08-28,-1.04,-0.41,19.5,20.4,16.5,25.7,0.9
2017-08-27,-1.1,-1.35,0.0,20.5,16.5,25.9,0.4
2017-08-26,-1.55,-2.55,0.0,21.9,15.6,27.8,1.4
2017-08-25,-2.17,-3.65,0.0,24.2,18.8,30.4,1.3
2017-08-24,-2.81,-4.14,28.5,25.9,21.9,29.0,2.5
2017-08-23,-3.52,-4.41,19.0,26.9,22.2,31.1,2.1
2017-08-22,-3.54,-3.37,0.0,25.6,22.0,30.7,1.0
2017-08-21,-3.15,-1.42,13.0,24.8,22.6,28.7,1.5
2017-08-20,-2.98,0.3,62.0,23.5,21.5,26.2,1.8
2017-08-19,-2.53,1.86,1.0,24.5,20.9,27.9,0.8
2017-08-18,-2.03,2.69,0.0,24.4,20.8,29.3,0.8
2017-08-17,-1.52,2.79,0.0,24.2,21.3,28.6,1.3
2017-08-16,-1.17,2.07,4.0,24.1,21.6,27.7,1.9
2017-08-15,-1.05,0.93,43.0,22.0,20.9,22.7,2.0
2017-08-14,-1.03,-0.33,6.0,23.2,22.1,25.4,1.6
2017-08-13,-1.2,-1.54,0.0,24.8,22.0,26.8,1.3
2017-08-12,-1.63,-2.75,0.0,25.6,20.5,31.2,0.9
2017-08-11,-2.16,-3.46,5.5,25.5,22.4,30.9,0.8
2017-08-10,-2.74,-3.85,0.5,24.3,23.1,26.1,0.7
2017-08-09,-3.1,-3.76,1.5,25.9,22.8,30.4,1.1
2017-08-08,-3.12,-3.18,0.0,25.8,22.6,31.2,1.0
2017-08-07,-2.95,-2.04,0.0,27.0,23.3,32.2,1.6
2017-08-06,-2.64,-0.85,0.0,27.8,25.0,31.8,1.1
2017-08-05,-2.27,0.32,0.0,29.3,24.0,35.1,0.9
2017-08-04,-1.8,1.29,0.0,27.8,23.4,33.4,1.0
2017-08-03,-1.67,1.94,0.0,27.4,23.5,32.6,1.1
2017-08-02,-1.41,2.14,0.0,28.2,23.3,32.9,0.7
2017-08-01,-1.25,1.96,1.0,26.5,22.7,32.5,0.9
2017-07-31,-1.06,1.45,54.0,23.6,22.6,24.4,0.9
2017-07-30,-1.01,0.45,0.0,26.1,22.7,30.8,1.3
2017-07-29,-1.01,-0.78,0.0,26.6,23.7,30.2,1.2
2017-07-28,-1.33,-1.94,62.0,25.0,23.5,26.8,0.8
2017-07-27,-1.88,-3.17,2.5,25.6,21.3,29.5,0.8
2017-07-26,-2.75,-4.21,0.0,26.9,21.9,31.8,1.3
2017-07-25,-3.39,-4.43,0.0,28.0,24.6,34.0,1.3
2017-07-24,-3.62,-3.8,20.0,25.3,24.6,27.5,0.4
2017-07-23,-3.52,-2.06,0.5,26.5,25.6,27.8,1.4
2017-07-22,-3.21,-0.15,0.0,27.9,25.6,32.1,1.1
2017-07-21,-2.84,1.56,0.0,28.1,24.3,32.3,1.1
2017-07-20,-2.25,2.54,0.0,27.5,22.9,33.5,1.0
2017-07-19,-1.72,2.71,0.0,26.7,23.8,32.1,1.4
2017-07-18,-1.29,2.27,0.0,25.4,22.8,30.1,1.3
2017-07-17,-1.06,1.27,6.0,25.5,22.9,28.7,0.9
2017-07-16,-1.04,0.0,104.0,24.8,22.9,27.9,0.9
2017-07-15,-1.02,-1.08,47.5,24.1,22.8,25.7,1.1
2017-07-14,-1.42,-2.21,0.0,27.2,22.9,32.4,1.4
2017-07-13,-1.93,-3.05,0.0,25.7,19.9,31.4,1.0
2017-07-12,-2.45,-3.56,0.0,25.1,21.4,30.0,1.2
2017-07-11,-2.81,-3.68,1.0,25.8,22.4,31.0,1.3
2017-07-10,-3.02,-3.32,96.0,24.4,22.7,25.7,1.9
2017-07-09,-3.04,-2.51,6.0,26.4,22.8,31.9,1.3
2017-07-08,-2.76,-1.46,7.5,25.4,23.6,28.6,1.3
2017-07-07,-2.57,-0.32,11.5,25.7,22.9,28.5,1.3
2017-07-06,-2.32,0.64,0.0,26.3,20.6,33.0,1.2
2017-07-05,-2.01,1.53,0.0,25.9,21.1,31.9,1.1
2017-07-04,-1.73,2.08,26.5,25.2,21.4,29.8,1.7
2017-07-03,-1.36,2.47,2.0,24.2,23.1,26.9,2.6
2017-07-02,-1.12,1.9,23.0,24.6,22.9,26.5,1.4
2017-07-01,-1.03,1.05,3.0,23.3,19.9,28.9,0.7
2017-06-30,-1.02,-0.14,0.0,23.9,20.6,28.7,1.8
2017-06-29,-1.16,-1.44,0.0,23.8,18.1,30.3,1.5
2017-06-28,-1.68,-2.85,0.0,24.0,19.9,29.5,1.6
2017-06-27,-2.55,-3.94,1.0,23.5,18.5,29.3,1.7
2017-06-26,-3.32,-4.46,33.5,22.4,19.2,29.8,1.2
2017-06-25,-3.75,-4.07,0.0,23.3,18.2,28.8,1.5
2017-06-24,-3.65,-2.52,0.5,21.4,17.4,26.1,0.8
2017-06-23,-3.34,-0.69,0.0,23.3,17.6,31.8,1.7
2017-06-22,-2.95,0.85,0.0,23.1,18.7,28.9,1.8
2017-06-21,-2.29,2.11,0.0,22.7,16.5,29.3,2.1
2017-06-20,-1.83,2.42,0.0,22.8,15.0,30.9,1.5
2017-06-19,-1.33,2.13,0.0,21.6,16.3,28.7,1.3
2017-06-18,-0.98,1.39,0.0,21.0,13.2,30.1,1.7
2017-06-17,-1.03,0.35,0.0,21.4,15.4,27.8,1.7
2017-06-16,-1.01,-0.88,0.0,22.8,16.3,31.7,1.6
2017-06-15,-1.35,-1.9,0.0,21.1,14.8,27.6,1.6
2017-06-14,-1.75,-2.72,9.5,19.9,15.1,25.2,2.1
2017-06-13,-2.22,-3.22,1.0,19.9,14.7,24.7,2.1
2017-06-12,-2.74,-3.65,0.0,20.5,0.0,26.7,0.4
2017-06-11,-3.05,-3.66,0.0,19.9,9.6,27.7,1.8
2017-06-10,-3.06,-3.19,0.0,19.7,12.5,26.0,1.6
2017-06-09,-3.12,-2.42,0.0,20.2,13.9,26.8,2.1
2017-06-08,-2.93,-1.43,0.0,18.8,15.1,24.7,2.1
2017-06-07,-2.65,-0.15,9.5,17.4,15.4,19.0,2.3
2017-06-06,-2.36,0.78,8.0,18.4,14.8,22.9,1.6
2017-06-05,-2.11,1.59,0.0,20.6,11.4,29.6,1.3
2017-06-04,-1.68,1.99,0.0,19.0,10.2,27.0,2.1
2017-06-03,-1.29,1.99,0.0,18.8,12.7,24.2,3.0
2017-06-02,-1.07,1.3,0.0,18.8,11.0,23.7,2.6
2017-06-01,-1.03,0.17,0.0,21.0,15.8,24.9,2.9
2017-05-31,-1.1,-1.39,0.0,20.8,13.9,27.6,1.3
2017-05-30,-1.7,-2.93,0.0,21.1,14.1,30.0,1.3
2017-05-29,-2.42,-4.01,0.0,20.2,13.9,28.2,1.4
2017-05-28,-3.31,-4.71,0.0,19.3,9.0,26.8,1.6
2017-05-27,-3.85,-4.72,0.0,16.3,9.0,24.5,1.6
2017-05-26,-3.82,-3.59,0.0,15.9,8.3,22.2,2.1
2017-05-25,-3.56,-1.87,0.0,17.4,10.3,23.4,3.0
2017-05-24,-3.15,-0.27,0.5,18.5,12.6,24.2,1.9
2017-05-23,-2.65,1.03,1.0,18.5,12.5,24.3,1.3
2017-05-22,-2.09,1.6,0.0,18.9,10.8,27.0,1.5
2017-05-21,-1.44,1.59,0.0,18.2,11.2,25.4,1.7
2017-05-20,-1.15,0.99,0.0,17.6,9.9,24.4,1.8
2017-05-19,-1.09,0.15,0.0,18.3,10.0,26.8,1.7
2017-05-18,-1.08,-0.81,0.0,17.5,8.8,26.8,1.5
2017-05-17,-1.4,-1.66,0.0,16.1,8.7,24.1,1.6
2017-05-16,-1.57,-2.49,0.0,15.9,10.7,21.7,1.6
2017-05-15,-2.08,-3.22,0.0,14.7,8.7,19.7,2.6
2017-05-14,-2.51,-3.7,0.0,13.4,8.2,18.9,3.3
2017-05-13,-2.93,-3.91,5.5,15.1,9.5,24.6,2.0
2017-05-12,-3.38,-3.99,0.0,17.4,12.4,21.8,1.1
2017-05-11,-3.46,-3.62,0.5,17.9,11.8,24.6,1.0
2017-05-10,-3.26,-2.57,2.0,15.2,11.4,19.9,2.0
2017-05-09,-3.07,-1.37,6.5,15.6,12.9,21.7,1.0
2017-05-08,-1.31,1.56,0.0,15.6,6.4,22.7,1.3
2017-05-07,-1.31,1.56,0.0,13.7,6.2,22.0,2.0
2017-05-06,-1.31,1.56,0.0,13.2,6.1,19.8,2.7
2017-05-04,-1.2,1.15,0.0,17.9,9.9,25.9,1.6
2017-05-03,-0.96,0.07,0.0,17.0,8.2,28.5,1.2
2017-05-02,-1.04,-1.15,0.0,16.1,9.0,24.4,1.3
2017-05-01,-1.54,-2.58,0.0,16.2,8.4,26.3,1.5
2017-04-30,-2.21,-3.66,0.0,16.7,10.0,26.3,1.7
2017-04-29,-3.01,-4.55,0.0,15.3,5.4,23.7,1.7
2017-04-28,-3.62,-4.77,0.0,13.0,5.7,20.4,2.4
2017-04-27,-3.82,-4.29,0.0,11.9,3.7,18.8,2.4
2017-04-26,-3.67,-3.01,0.0,13.5,6.8,20.4,2.5
2017-04-25,-3.2,-1.31,0.0,13.7,8.0,20.7,2.0
2017-04-24,-2.63,-0.05,0.0,12.8,2.6,21.4,1.9
2017-04-23,-2.07,0.88,0.0,11.8,3.4,20.8,1.7
2017-04-22,-1.58,1.08,0.0,11.9,3.9,20.5,2.0
2017-04-21,-1.07,1.03,0.0,10.2,3.0,17.4,1.4
2017-04-20,-0.96,0.46,0.0,11.4,6.1,17.5,1.2
2017-04-19,-0.96,-0.39,0.0,11.7,7.5,17.5,2.7
2017-04-18,-1.05,-1.33,2.5,10.8,6.9,18.9,2.7
2017-04-17,-1.31,-1.93,3.5,13.0,8.8,16.9,0.9
2017-04-16,-1.68,-2.74,0.0,15.1,8.0,23.4,1.0
2017-04-15,-2.11,-3.39,0.0,13.7,6.1,23.6,1.4
2017-04-14,-2.59,-3.85,0.5,11.7,3.7,17.8,2.2
2017-04-13,-3.0,-4.06,0.0,11.3,2.1,19.7,1.6
2017-04-12,-3.34,-4.06,0.0,11.0,5.7,15.2,3.0
2017-04-11,-3.07,-3.19,0.0,13.0,9.9,17.4,2.6
2017-04-10,-3.16,-2.25,0.0,14.4,10.1,22.3,2.1
2017-04-09,-2.8,-1.09,0.0,13.3,7.7,19.9,1.7
2017-04-08,-2.3,0.33,0.0,9.1,6.3,14.9,1.8
2017-04-07,-1.92,1.02,0.0,11.8,8.3,18.4,1.7
2017-04-06,-1.18,1.61,0.0,10.3,,,
2017-04-05,-1.81,-0.13,46.5,11.6,7.7,14.3,1.5
2017-04-04,-1.0,0.31,0.0,11.2,0.6,21.3,1.3
2017-04-03,-1.01,-0.86,0.0,8.2,-1.1,17.6,1.4
2017-04-02,-1.41,-2.07,0.0,6.8,-0.7,14.7,1.6
2017-04-01,-1.83,-3.13,0.0,7.3,1.2,13.4,1.8
2017-03-31,-2.57,-4.0,0.0,8.4,4.3,13.6,1.2
2017-03-30,-3.09,-4.48,0.0,7.0,-1.6,15.5,1.5
2017-03-29,-3.41,-4.28,0.0,6.5,-0.3,14.0,1.4
2017-03-27,-3.14,-2.38,0.0,6.1,0.6,11.2,2.1
2017-03-26,-2.51,-0.88,0.0,5.8,-0.5,10.8,1.7
2017-03-25,-2.02,0.26,0.0,5.7,0.0,12.8,1.3
2017-03-24,-1.33,0.72,0.0,5.9,-1.9,14.5,1.1
2017-03-23,-0.98,0.92,0.0,5.8,0.3,13.3,1.7
2017-03-22,-1.02,0.54,0.0,5.3,-3.0,12.7,1.7
2017-03-21,-1.0,0.18,0.0,6.1,-0.2,12.7,2.3
2017-03-20,-1.01,-0.48,0.0,7.0,-0.3,14.2,0.9
2017-03-19,-1.05,-1.2,0.0,6.7,-2.0,17.6,1.0
2017-03-18,-1.32,-1.89,0.0,6.5,0.7,15.4,1.4
2017-03-17,-1.64,-2.72,0.0,4.9,-3.5,14.0,1.3
